review,rating,date,thumbsUpCount,reviewCreatedVersion
"bete. knp drivernya suka ambil orderan, tapi udah ditungguin, sama sekali gak jalan dari titik awal",3,2026-07-03 22:17:05,0,5.66.1
GOJEK ga mutu ga berkualitas!!!!!!!!!!!!!!aplikasi jelek!!!!!!!!!!!!,1,2026-07-03 22:16:04,0,5.37.1
aplikasi kaga danta dari yang males keluar jadi keluar sendiri buat beli makan. masa iya harus langganan dulu biar tepat waktu sih? ga jelas banget nungguin 2 jam alesannya resto masih menyiapkan makanan padahal baru dari resto yang dipesen di aplikasi bilang sendiri restonya ga ada driver yang mau pick up. dicancel mulu kan kaga danta,1,2026-07-03 21:42:40,2,5.65.1
tambahin fitur naruh lokasi saat mesen makanan dong Masa saya udah 2 kali pesan makanan di rumah tapi malah di taman lah Perumahan sebelah lah bahkan pernah di kampus mana habis itu nggak bisa dibatalin,1,2026-07-03 21:32:38,0,5.65.1
"mendadak hape saya tidak bisa baca kontak yang ada di hape, jadi setiap saya mau menggunakan fitur gosend harus ketik manual nomor hape yang di tuju, mohon di update lagi untuk software aplikasinya",1,2026-07-03 21:29:10,2,5.66.1
payah dapat orderan.... orang order dia entah ke mana mana.... nunggu sampai satu jam,1,2026-07-03 21:24:18,0,
"Aplikasi ngga jelas. Hati2 akun pembayaran anda yg lain seperti linkaja ditautkan dengan pembayaran di aplikasi gojek. Tiba2 Saldo Linkaja saya didebet Rp. 30.000 oleh Gopay. Awalnya Saya order Gocar dengan tarif 79.000. Pas chekout Tarif nya berubah jadi 103.500 padahal sy ngga checklist booking prioritas. Tapi karena buru2 mau brkt ok lah sy bayar pake linkaja dan terdebet 103.500. Anehnya pas tiba ditujuan Saldo Linkaja saya didebet lagi sm Gopay sebesar 30.000. Aneh, kok bisa ya??? Gokil!!",5,2026-07-03 21:16:09,5,5.65.1
"bagi driver yang mengcancel tolong berikan sanski yang besar, saya pesen gosend udah 4x dioper oper driver, mana gabisa ngechat saya nya, jangan hanya penggunanya saja yang denda",2,2026-07-03 21:15:48,0,
"aneh aja aplikasi gojek ini gak profesional baget, tolong profesional donk biar org percaya bahwa fitur2 yg ada di dalam gojek ini benar dan real bukan hanya tipu muslihat agar org2 lain tergiur, permasalahnya, tau kan Game DRAW A CARD ?Yg putar kartu itu yg klo di putar dapat hadiah copay coin, nahh barusan aja terjadi, pas saya main game itu, dapat copay coin yg nominal 1000.000jt, nah giliran klik, muncul lah kata2 nya maaff ganguan pada sistem tidak dapat mendapatkan hadianya kan aneh y lucu",1,2026-07-03 21:03:02,2,5.65.1
"hese daftar na iraha Aya lowongan na atuh gojek,,,,meni ingin jadi mitra gojek pak dedi",5,2026-07-03 21:00:58,0,
"mudah dan praktis transaksi lancar karena qris dan uang digital di danantara presisi alhamdulillah, jaya3x!!!",5,2026-07-03 20:18:09,0,4.87.3
driver nya kadang² ngeselin orderan udah diterima tapi kaga mau jalan ²,3,2026-07-03 20:15:37,0,5.65.1
masa aku pesen gofood ga keliatan maps jalanya saat driver mengantar makanyanya!!biasanya juga kelihatan,1,2026-07-03 20:02:55,0,
susah kali nyari mobillmya,1,2026-07-03 19:42:52,0,5.65.1
mitra Joss Jiss,5,2026-07-03 19:41:35,0,5.65.1
"Saya pengguna Gojek sejak tahun 2020 dan sangat terbantu dengan layanannya. Namun, saya sudah beberapa kali mendapatkan driver yang kurang ramah. Terakhir, saat saya memesan GoFood, pembayaran sudah lunas melalui GoPay dan saya juga sudah memberi instruksi untuk menggantung makanan di pagar. Saat driver menghubungi saya, saya menjawab dengan sopan, tetapi responsnya tidak ramah. Saya harap Gojek dapat lebih mengevaluasi pelayanan para driver agar pelanggan merasa lebih nyaman. Terima kasih.",2,2026-07-03 19:22:15,0,
pengemudi gk balas chat,1,2026-07-03 19:22:03,0,
"aplikasi makin hancur..Saya pesan gojek,,tp di aplikasi saya g ada driver..Tiba2 6 menit kemudian ada driver yg mengojek..Sial x aku rasa..Aku byr ongkos terpaksa klr kesalahan sistem JD aku unistal aja aplikasi ini..Sangat merugikan.",1,2026-07-03 19:16:54,0,
mantulll,5,2026-07-03 19:14:07,0,5.64.2
"drivernya males, ga mau jemout tapi ga mau ngecancel customer",1,2026-07-03 19:11:32,0,5.66.1
alhmdulilah sae,5,2026-07-03 18:43:36,0,
"makin parah , tidak ada pesan malah ada gojek datang ,uang 132rb melayang",1,2026-07-03 18:13:33,0,5.66.1
ternyata aplikasi gojek juga ad no untuk penagihan..padahal bukan pinjaman gopay tapi later tokped cuma kata2 yg kurang pantas..jadi mulai sekarang aplikasi saya hapus..termakasih,1,2026-07-03 18:07:30,0,5.65.1
jos jis jus,5,2026-07-03 17:36:56,0,
lumayan mudah,4,2026-07-03 17:24:31,0,
bagusss sangat membantu,5,2026-07-03 17:18:26,0,5.65.1
tdk bs masuk karena kode otp nya di email yg hpnya ssudah rusak:((,2,2026-07-03 17:18:22,0,5.66.1
Bagus banget,5,2026-07-03 16:52:47,0,5.66.1
"bagus aplikasinya dan semoga pak nadiem owner nya diberikan jalan keluar yang terbaik dari Allah swt, amin yra...",5,2026-07-03 16:33:58,0,5.61.1
"Komplain makanan gofood salah kirim, dijawab bot semua. Pantes pada pilih aplikasi lain",1,2026-07-03 16:03:17,0,5.66.1
mantap mudah mendapatkan draiver,5,2026-07-03 16:01:21,0,
Aplikator ga bertanggung jawab atas kerugian konsumen udh buat pusat bantuan ga ada respon udh kirim email ga ada respon juga mnding bangkrut aja sklian,1,2026-07-03 16:00:39,0,
its fun,5,2026-07-03 15:48:12,0,5.65.1
g tau aplikasi nya gimana setiap pesen gosend dan abangnya sudah dekat pasti ujung-ujungnya g bisa chat atau telpon abangnya jadi ga nyambung akhirnya,2,2026-07-03 14:28:46,0,5.66.1
makin mahal ya sejak 8% diterapkan,1,2026-07-03 13:46:21,1,5.65.1
"bug di aplikasi game gocats , tidak bisa menambah power Up, di android 13",1,2026-07-03 13:44:51,0,
banyak ngelag,1,2026-07-03 13:42:27,0,5.59.1
makanan cepat sampai ☺️☺️,5,2026-07-03 13:32:59,0,5.65.1
Alhamdulillah dapat drivernya ramah dan sopan serta rapi kendaraan nya juga terawat berasa dari suara mesin nya... 👍,5,2026-07-03 12:57:18,5,5.65.1
"pengalaman bagus, namun terkadang entah kenapa setelah melakukan perjalanan, aplikasinya malah memesan lagi perjalanan yang sama secara sendiri. saya merasa tidak enak sekali terhadap driver-drivernya",3,2026-07-03 12:50:53,0,5.66.1
"Jangan pake gopay pinjam atau gopay later guys. Tagihan telat sehari aja langsung diancam akan dibunbun, OMG. Aplikasi pinjaman lain aja santai aja, yg penting dibayar. Tinggal kasih bunga denda aja tiap bulannya. Ini bener-bener dispam diancam akan dibunbun, termasuk orang terdekat anda katanya. Gokilll. Langsung uninstall deh kalo udah lunas. Padahal tiap hari kita naik gojek ke tempat kerja nominal 90rb perhari (pp), tapi mohon maaf ga akan pake app ini lagi. Tagihan 1x lagi siihh.",1,2026-07-03 12:43:31,0,5.65.1
Pelayanan Joss...,5,2026-07-03 12:37:53,0,5.64.2
udah nabrak motor bapak saya malah kabur gak ada tanggung jawabnya,1,2026-07-03 12:20:48,0,
gojeknya amanah sekali. tepat waktu,5,2026-07-03 12:18:37,0,
sangat membantu d kala lg repot butuh transportasi,5,2026-07-03 12:15:47,0,5.65.1
aplikasi nya bagus dan bermanfaat dan juga ongkir nya murah tapi saran saya tolong mudahin pendaftaran buat pengemudi nya penumpang udah enak tinggal pendaftaran pengemudi nya,5,2026-07-03 12:03:53,0,
"gua dapat 1 Jt di flip card tapi malah tidak di kasih trss alasan nya ""silahkan hubungi sel""",1,2026-07-03 12:01:54,0,5.65.1
cocok banget buat yg laper tp males keluar,5,2026-07-03 11:43:04,0,5.65.1
iklannya ganggu,1,2026-07-03 11:20:48,0,5.64.2
lemot ngirim pesan ke driver ...,2,2026-07-03 11:12:50,0,
"aplikasi sudah bagus, tapi kenapa performa driver seperti turun. dan pantau pesanan go food tidak seperti dulu. status dari driver meluncur ke restoran menjadi tiba tiba mau sampai.",5,2026-07-03 11:06:11,3,5.66.1
cuman promo dan diskon ongkirnya dikit banget,5,2026-07-03 10:57:58,0,5.65.1
saya padahal ga mau gojek plus tapi malahan di tarik duit saya buat gojek plus itu duit buat makan saya sekarang saya makan apa,1,2026-07-03 10:43:51,0,5.66.1
sangat membantu🥰,5,2026-07-03 10:38:20,0,
LEMOT BANGET HERAN,1,2026-07-03 10:25:35,0,5.66.1
"pelayanan cepat, berkendara aman",5,2026-07-03 10:14:13,0,5.65.1
Alhamdulillah semua baik cepat sopan dan tepat waktu selamat sampai tujuan,5,2026-07-03 09:53:27,0,5.65.1
aplikasi sangat lambat,1,2026-07-03 09:53:04,0,
"kasian drivernya tabungan aja d ambil jg sm gojek,aplikasi terzholim d dunia,sampai penumpang jg d kenakan biaya🤣🤣🤣",1,2026-07-03 09:51:49,1,5.42.1
lumayan cepet nemu driver padahal rumah agak sulit titiknya,4,2026-07-03 09:21:56,0,5.65.1
BILANGIN KE DRIVER KALAU BAWA PENUMPANG ITU HARUS PUNYA KEMBALIAN CASH! GA SEMUA ORANG PAKE GOPAY! JUJUR BENCI BANGET KEADAAN BERANGKAT KERJA OJOL GAADA KEMBALIAN. EVEN CUMA 10RB JUGA BESAR KALAU TERUS MENERUS BEGINI! UDAH GAMAU NUKERIN UJUNG-UJUNGNYA MALES DEBAT DAN NGASIH KARNA UDAH TELAT MASUK KANTOR!,1,2026-07-03 08:39:15,0,5.65.1
gopay nomor/akun masih bisa dipake pesen/ transaksi tiba tiba jd gk bisa dipake.. udh 3x tf ke gopay.. duit sy ngangkut gak bisa kembali juga duitnya sedangkan akun nya udah gabisa dipake + kendala nomor HP.,1,2026-07-03 08:31:42,2,5.65.1
Gak ada guna nya dan tidak membantu...Hanya sebagai sampah,1,2026-07-03 07:57:39,0,5.66.1
"adain fitur Maksimal 1 orderlah, saya double order mulu kasihan orang yang saya cancel karena korban double order huft",3,2026-07-03 07:20:21,0,
"respon cepat,ramah,tepat,👍👍",5,2026-07-03 06:47:58,0,5.66.1
biasa saja,5,2026-07-03 06:18:20,0,5.47.1
gocar ternyaman..selalu siap kapan pun dimanapun sangat memudahkan orang dlm perjalanan dengan tarif yg sesuai,5,2026-07-03 06:05:07,0,5.65.1
"wahai operator gojek yang terhormat alangkah baiknya potongan untuk mitra itu di kurangi , saya sebagai pengguna aplikasi gojek terkadang kasihan, karena mitra gojek terkadang hanya mendapat 30℅ dr tarif setiap pelanggan . lalu kadang tarif di app gojek itu paling mahal di antara aplikasi transportasi online lainnya .",5,2026-07-03 06:04:49,1,5.66.1
oke dan oke,5,2026-07-03 05:12:18,0,
"cakep pelayanannya,tapi kadang kalo perempuan yg bonceng,drivernya suka mundur2 sampe nempel banget.. kadang ga nyaman + apalagi jaketnya yg ga di semprot minyak wangi aromanya bikin pusing+ driver harus siap dengan uang kembalian,masa yg pesen harus muter2 cari tukaran uang,duit 50rb bayar 12rb masa mau di ikhlasin buat tips,kalo seribu 2ribu kembalian si gapapa ikhlasin aja buat tips tambahan mereka.. ditingkatkan lagi yah gojek biar ga beralih ke yg lain",5,2026-07-03 03:32:01,0,5.66.1
mantaP,5,2026-07-03 02:57:12,0,5.65.1
senang bisa mengunakan apl ini.,5,2026-07-03 01:32:01,0,5.65.1
aplikasi penjajah kasihan mitranya pada jadi sapi perah.,1,2026-07-03 01:14:00,0,5.61.1
harga makanan 5k biaya pengantaran nya 80k,3,2026-07-03 00:49:59,0,5.65.1
suka lama cari driver,4,2026-07-03 00:43:14,0,5.65.1
sangat memudah kan ada y aplikasi gojekk,5,2026-07-03 00:36:45,0,5.65.1
"Merasa aman ,",4,2026-07-03 00:31:51,0,5.58.1
driver nya baik ramah sabar...,5,2026-07-03 00:24:51,0,5.64.2
supir grab pada gak mau data g tapi gak ada pemberitahuan malah nyuruh konsumen yg kancel giliran ada yg datang malah driver yang lain marah marah padahal kita kn udah naik mobil sampai rumah ko di suruh minta pembayaran padahal kita tidak naik mobil dia kn aneh saya sudah sampe rumah baru dia sampai malah minta pembayaran,2,2026-07-03 00:13:39,0,5.63.1
aplikasi bagus banget,5,2026-07-02 23:58:52,0,5.65.1
"aku pakai plus, kenapa promo gopood nya jadi hilang ?",2,2026-07-02 23:51:43,1,4.10.3
"kenapa ya GoCats ku error? gopay coinsnya gabisa masuk, gabisa di claim juga... pdhl udh ku uninstall terus install lagi tetep sama aja.. kurang lebih ada 3 harian ini... pdahal lumayan bisa hemat buat gojek.. tolong segera diperbaiki ya🥹🙏",2,2026-07-02 23:45:32,2,5.65.1
lumayan membantu,3,2026-07-02 23:02:02,0,5.65.1
sangat membantu disaat butuh apapun,5,2026-07-02 22:51:48,0,5.65.1
aplikasi terngeselin,1,2026-07-02 22:39:50,0,5.65.1
ngisi 19k kepotong jadi 18k,1,2026-07-02 22:38:10,0,5.65.1
selama ini apk berjalan dengan baik....terima kasih gojek🥰,5,2026-07-02 22:16:16,0,5.65.1
"sumpah ilfeel banget sama aplikasi ini, udah beberapa kali pakai gofood dengan metode pengiriman (murah) tapi di cancel Mulu!!!! ngga dapet driver terus!!!! buat apa di Adain promo itu, kalo cuman buat ngerjain doank!!!! gue udah tunggu lama-lama pakai waktu, ujung-ujungnya di cancel!!! giliran gue pake pengiriman yang extra, langsung dapet Driver!!! apa coba kalo bukan ngerjain!!! ngga usahlah Adain promo-promo pengiriman kalo buat elu ngerjain pelanggan dengan nunggu waktu yg lama!!!!",1,2026-07-02 22:09:54,0,5.61.1
baik dan sopan,5,2026-07-02 22:06:54,0,5.65.1
"jelek, saldo saya masih belum masuk, adminnya makan gaji buta",1,2026-07-02 21:59:56,0,5.64.2
"uninstall. bagian menu voucher hilang, susah dapet driver, sekalinya dapet malah jauh dan gak bisa dihubungin. makin buruk.",1,2026-07-02 21:39:53,0,5.64.2
i like its,5,2026-07-02 21:30:14,0,5.65.1
mahal ga ngotak.,1,2026-07-02 20:59:58,0,5.19.2
semua game berhadiah coin gopay ERROR TIDAK BISA DIMAINKAN,1,2026-07-02 20:46:29,0,5.65.1
"kenapa aplikasi gojek dan gopay saya tidak muncul sepenuhnya tampilan nya ya? it's like loading tapi yg bener² lama, padahal internet saya bagus. tapi fitur transaksi nya masih bisaa tapi ya itu tampilan nya ga tampil 100% bahkan saya mau komplain ke bot aplikasi nya juga gabisa, udh saya uninstal masih tetep kaya gitu. gimana ya ini",3,2026-07-02 20:40:14,0,
"bagus aplikasi nya, hanya kadang kalau drivernya sudah sepuh suka bingung sama map, tapi dia nya yang marah marah.. kadang ada yang tidak menyediakan kembalian. jadi harus ditukarkan uang nya sendiri ke warung dulu",5,2026-07-02 20:17:48,0,5.50.1
jadi lebih mudah,5,2026-07-02 20:00:36,0,5.65.1
"tolong dong Gojek, kalau kasih driver jangan yang terlalu jauh. nunggunya lama sama drivernya juga kasihan kalau terlalu jauh",4,2026-07-02 19:49:11,0,5.63.1
dimana saya mengadukan hak saya sebagai nasabah gopay pinjam ? 2 kali pembayaran pinjaman tapi hutang yang terpotong tidak sesuai. yang mau pinjam di sini sebaiknya jangan. belum jatuh tempo potongan bayarannya tidak sama dengan nilai yang di bayarkan. bayangkan kalo nasabahnya ribuan. saya ada rekam layar saat bayar jadi ada buktinya. di mana saya bisa kirim rekam layar itu sebagai komplain ?,1,2026-07-02 19:33:22,0,
"cepat, murah,gak pake ribet.",5,2026-07-02 19:19:32,0,5.66.1
"lama drivernya 1 jam gak dapet"" padahal Uda pakai prioritas",1,2026-07-02 19:16:44,0,5.65.1
"Jujur titik penjemputan maupun tujuan kadang sulit terdeteksi maps nya, dan fitur telepon nya saya gatau ya hp sy yg jadul apa emg agak aneh, suara deringnya ada tpi tampilan telepon dari driver nya gada. soal telepon ini sy sudah sering mengalaminya. mau coba telepon balik gabisa krn telepon sebelumnya masih tersambung, padahal sy sama sekali blm nerima telepon. hanya deringnya saja yg terus bersuara.",1,2026-07-02 19:10:20,11,5.65.1
dapet driver nya selalu yg ramah terus gercep,5,2026-07-02 19:10:04,0,5.66.1
"ssip banget perjalanan hr ini, brgkt dan pulangnya dpt driver yg baik, ramah, sopan dan bawa mobilnya juga sangat bagus, trmksh👍",5,2026-07-02 18:50:51,0,5.65.1
bunga denda paylater nya kebangetan.. lupa bayar telat 1 hari aja denda 50k.. padahal hutangnya gak sampe 100k,1,2026-07-02 18:31:12,0,
driver nya rata² cepat tanggap,5,2026-07-02 18:10:03,0,
makasij banyak buat bapak bapak gojek yang baik hatii udah tolong saya,5,2026-07-02 17:46:51,0,5.65.1
Good.. 👍,5,2026-07-02 17:29:26,0,5.65.1
ini apk aneh saya naik gocar disuruh bayar 100rb pdhl tarif yang seharusnya 51.500,1,2026-07-02 16:49:47,0,
susah bgt dapet nyaaa,2,2026-07-02 16:44:39,0,5.66.1
saya sangat kurang puas dengan kecepatan menanggapi keluhan saya dalam pemakaian gocar. tolong kebijaksanaannya,1,2026-07-02 16:23:21,0,5.63.1
Minta diskon dongg kan udh kasih bintang banyak,5,2026-07-02 16:20:28,0,5.65.1
keren sii lebih murah dan drivernya wangi wangi serta beratribut lengkap,5,2026-07-02 15:59:08,0,5.65.1
"jujur aku nyari² driver ga dapet², bete udh 10kali dibatalin",3,2026-07-02 15:20:08,0,5.65.1
"semenjak ada gojek, kemana mau pergi jadi mudah . terima kasih gojek...",5,2026-07-02 15:12:45,0,5.65.1
"ga recommended, 1 promonya pelit, 2 pake layanan motor/mobil pake harga normal juga susah banget LAMA dapet pengemudi nya, ga bisa diandelin kalau lagi buru-buru",1,2026-07-02 15:02:09,0,
"aplikasi nya bagus tetapi sering mengalami bug seperti tunggu 30 detik, saya menunggu 3 menit utk bisa memesan makanan saya, tlong perbaiki",3,2026-07-02 14:57:55,0,
"lumayan berguna untuk sehari""",4,2026-07-02 14:50:14,0,5.65.1
profesional banget,5,2026-07-02 14:22:24,0,5.65.1
"baru juga dowload ni gojek,masa baru masuk langsung keluar otomatis kaga jelas banget tolobg lah devoloper nya di perbaikin sistemnnya kasian kan yang pake hp ram 4 kaya saya Masuk Gojeknya keluar lagi tolongg ya devolopernya di perbaikin lagi",1,2026-07-02 14:21:39,0,
loba erorr anj ah,1,2026-07-02 14:13:05,0,5.65.1
membantu para introvert,5,2026-07-02 13:57:36,0,5.64.2
"ni juga error mulu, perbaikin lah nyusahin bgt",1,2026-07-02 13:53:58,0,5.65.1
do the best 👍,5,2026-07-02 13:03:44,0,
"terlalu lama pengambilan barang, padahal sy ambil barangnya yg prioritas",1,2026-07-02 13:00:19,0,5.64.2
good apps,5,2026-07-02 12:59:54,0,
pelangan setia gojek sudah di kasi paylater tapi akun di reviu terus jadi malas pake uninstal,1,2026-07-02 12:57:21,0,5.62.2
"Aplikasi nya sangat ribet untuk warga lokal sok inggris tidak friendly language warga lokal pisan, gak usah bikin apk yang sok inggris kalo denah nya di Indonesia",1,2026-07-02 12:51:35,1,5.60.1
"Untuk track perjalanannya sangat akurat, jdi perkiraan untuk menerima paket juga sesuai",5,2026-07-02 12:40:17,1,5.65.1
kenapa promo pengguna barunya gak ada? kecewa.,1,2026-07-02 12:30:01,0,5.66.1
"aku suka aplikasi ini, sangat bantu aku dalam pergi2 kemana2, driver nya juga pada baik2 sih, terus ada fitur lain juga (aku baru nyoba yang ngantar barang aja), terus kan ada kayak teks di update gojek nya itu aku sering baca2 karena lucu banget pliss 🥺, udah gak dikasih lagi sih jauh2 driver nya, jadi seneng 😊, makasih udah buat aplikasi ini ❤✨",5,2026-07-02 12:27:53,17,5.65.1
sangat membantu untuk ketika berpergian,5,2026-07-02 12:01:08,0,
makin dikurangi batasan order gofood plus nya dulu bebas terus 3 kali sehari sekarang 2 kali sehari,2,2026-07-02 11:43:26,0,5.30.1
"sebenarnya tidak ada masalah untuk aplikasi, cuman baru pertama kali pakai gopaylaternya dan baru tau kalau denda keterlambatan sebesar 50.000 untuk 1 hari, menurut saya terlalu besar. padahal di aplikasi lain denda seperti ini tidak sebesar itu untuk per hari nya, apakah bisa di perbaiki untuk kebijakan. karena kasihan sekali jika pemilik akun lupa dan kemarin biasanya gojek itu selalui mengingatkan sebelum japo karena saya juga pakai gopaypinjam, tapi kenapa di gopaylater gaada mengingatkan ya",3,2026-07-02 11:11:03,4,5.65.1
"tolong ya di aplikasi ini banyak banget driver ga jelas, kami nunggu lama, driver ga kunjung dateng, malah pergi menjauh dari lokasi penjemputan, di chat ga di respon, dan bahkan minta kami untuk cancel. tolong adain fitur laporan untuk driver² kalian yang ga jelas dalam proses penjemputanl. saya bahkan sudah menyimpan banyak sekali riwayat driver kalian yang ga jelas. kirain saya bakalan ada perbaikan ternyata sama saja.",1,2026-07-02 11:08:05,0,
⭐⭐⭐⭐⭐,5,2026-07-02 10:49:41,0,5.65.1
"tidak memuaskan yg gocarnya hampir setiap saya pesan selalu gk jalan mobilnya dan drivernya gk ada chat atau d batalin gitu biar biasa cari yg lain saya nunggunya setengah jam,an jadi telat pdhal mau anter ortu periksa",4,2026-07-02 10:06:44,1,5.64.2
bener bener membantu,5,2026-07-02 09:55:17,0,
tolonglah klo ngasih driver yg Deket bukan yg jauh,3,2026-07-02 09:49:55,0,5.65.1
"gojek hanya apk sampah...jarak yg kita tempuh sama ,,,ongkos bisa berbeda 4rb rupiah . .dasar sampah.",1,2026-07-02 09:33:53,0,5.65.1
"ditelfon gabisa, di buat pesan juga gabisaa malah off pesannya kalo buat aplikasi yang bener dong bikin emosi aja",1,2026-07-02 09:28:40,0,
"bagus sih apknya tapi tolong sediakan fitur QRIS dong, klau harus dari gopay ribet, banyak kali apk yang harus didownload",2,2026-07-02 08:57:30,0,5.65.1
"ga suka bgt, susah bgt dpt driver kalo lagi hujan atau habis hujan padahal udh pake gocar prioritas lagi, gara"" ga dapat"" saya telat kerja potong gaji!",1,2026-07-02 08:48:24,0,5.65.1
sangat membantu utk aktivitas saya,5,2026-07-02 08:44:06,0,5.65.1
aplikasi dengan banyak manfaat,5,2026-07-02 07:52:56,0,5.65.1
"apaan ini gopaylater, paylater cuma 30 ribu dendanya hari pertama udah 50 ribu, aplikasi riba anda",1,2026-07-02 07:25:39,0,5.65.1
masa customer di marahin sm driver,1,2026-07-02 07:25:20,0,
Aplikasi nya oke.. Cuma driver ada aja yang suka tidak respon pesan 🤦,5,2026-07-02 06:48:07,0,
Mantabz 🤩👍,5,2026-07-02 06:40:07,0,
semoga bermanfaat untuk kalangan bawah seperti saya,5,2026-07-02 06:12:50,0,
jarak nya padahal deket tp mahal bgt,3,2026-07-02 05:18:33,0,5.56.2
like,5,2026-07-02 02:53:06,0,
sangat membantu customer sesuai kebutuhan,5,2026-07-02 01:36:45,0,5.63.1
"tolong kembalikan tempat klaim voucher di gofood akun saya, padahal seblumnya baik² aja setelah beli martabak pake voucher malahan tempat klaim voucher makanan di akun gofood saya hilang ga ada sama sekali tolong di perbaiki sistemnya udh saya apus trus fownload lagi ttp juga hilang",1,2026-07-02 01:27:30,0,
"parah pesen makanan mahal2 ga di anter, bukan nya di selidiki malah di seesaikan cs nya, uang hilang makanan hilang",1,2026-07-01 23:37:49,0,5.65.1
"bad bgt dah,lagi laper² nya pesanan malah stuck,masa udah hampir satu jam tapi Masi ga Nemu driver,bete bgt gw udah nunggu lama malah disuruh batalin,mana ga ada kompensasi apapun lagi udah nunggu selama itu, first time gw pesan makan di apk ini dan langsung kecewa,duhh ga bgt deh...",1,2026-07-01 22:39:24,0,
lebihh mudah pesan apa aja tapii harganya...,5,2026-07-01 22:38:59,0,5.65.1
pelayanan sangat tidak ramah,1,2026-07-01 22:22:40,0,
bagus dan mudah penggunaannya,5,2026-07-01 22:18:57,0,5.23.1
"aneh pesen goride lama bener dapat nya , padahal di sekitar banyak gambar motor nya .. parah buruk ini",1,2026-07-01 22:18:56,0,
kecewa berat sama gojek... gopay later saya di blokir😔 uninstall ajalah,1,2026-07-01 22:02:47,0,4.73.1
mantap promo nya keren hebat,5,2026-07-01 21:51:46,0,5.65.1
pesen go food dapat driver nya lama,1,2026-07-01 21:22:21,0,5.65.1
"saya lagi buru buru udah pesan mobil tapi ngga datang datang malah muter muter, buang buang waktu banget mending saya pesan via app lainn",1,2026-07-01 21:19:02,0,5.65.1
"aktifin gopay later, karna salah pin langsung ke blokir.",1,2026-07-01 20:59:13,0,5.65.1
Memudahkan Perjalanan,5,2026-07-01 20:42:16,0,5.65.1
sukses selalu Apk gojek. salam 1 aspal dari Mantan Driver di tahun 2020,5,2026-07-01 20:37:27,0,
Gofood kalau sering mesen menu yg sama diskon diilangin. Kadang harus lihat apk ijo yg lain buat dapet harga dan tarif yang masuk akal. Tarif gobikenya juga gitu. Masih lebih hemat ijo sebelah.,1,2026-07-01 20:01:13,2,
bintang5 yang penting kasih promo terus,5,2026-07-01 19:44:54,0,5.65.1
terima kasih pak nadiem,5,2026-07-01 19:34:55,0,5.65.1
parahhh ah brp kali top up dari m bank ngak masuk top up nya,1,2026-07-01 19:03:15,0,5.65.1
Mudah di oprasi kan dan Kerennnnn....,5,2026-07-01 19:02:15,0,5.64.2
pesen gocar katanya 8mnt jadi sejam lebih dipikir orang ga ada kesibukan apa?,1,2026-07-01 18:58:57,0,5.66.1
"Login susah, coba lagi nunggu 60 menit... payah",1,2026-07-01 18:53:50,3,
"layanan kurang memuaskan karna banyak hal seperti atribut kurang layak digunakan, kondisi kendaraan kurang optimal mengganggu kenyamanan, dan juga sering kali driver nya enggan membantu mengangkat barang bawaan kedalam kendaraan.",1,2026-07-01 18:47:41,0,
Lebih cepat mudah dan hemat biaya jadinya,5,2026-07-01 18:40:43,1,5.61.1
tambah fitur share location dong min,4,2026-07-01 17:49:26,0,5.55.2
good...josjiss,5,2026-07-01 17:31:00,0,5.65.1
"Udah login, tapi ga bisa ke buka, kenapa yaa?",5,2026-07-01 17:19:08,0,5.63.1
bagusss membantu bgt,5,2026-07-01 17:15:07,0,5.65.1
"Beriring bertumbuhnya teknologi, sangat pas app gojek saat ini telah publish dan melayani kebutuhan konsumen",5,2026-07-01 17:09:13,0,5.65.1
ongkir murah,5,2026-07-01 16:53:10,0,5.65.1
suka aja sama gojek. belum ada nemu yg aneh aneh. Alhamdulillah.,5,2026-07-01 16:53:02,0,
kalau males ke luar tinggal pesan aja,5,2026-07-01 16:44:09,0,
jadi mudah buat beli makanan di luar🤪,5,2026-07-01 16:25:33,0,5.64.2
"Aplikasi yang berguna untuk berangkat,Terima kasih sudah menciptakan aplikasi ini!",5,2026-07-01 16:22:04,0,
wooii gojek duit gue belom masuk ini,1,2026-07-01 15:20:14,0,
"mau tau smpe jam brp duit saya dibalikin sama gopay, soalnya udah dari tgl 29 hari senin siang top up ga masuk masuk klo cuma 15 rb gpp ini 1.5 jt duit mau dipakai malah ga ada kejelasan nya sedih miris nahan laper kasian anak2 mau makan jajan ga bisa karena uang yg niatnya dipindahkan ke gopay biar bisa jajan bayar qris atau transfer gratis malah nyangkut topup sisa gaji buat jajan makan anak anak istri jadi gak bisa deh astaghfirullah gopay gopay ya Allah Allahuakbar",1,2026-07-01 14:52:26,0,5.65.1
"Enak banget pake gojek, voucher nya sangat membantu dan maps nya lengkap. jadi ga khawatir saat kirim barang pake GO-SEND ❤",5,2026-07-01 14:51:44,0,5.64.2
ilove gojek,5,2026-07-01 14:46:19,0,5.65.1
okesi,5,2026-07-01 14:42:55,0,5.65.1
"Hadeh, nunggu driver lama banget sampe sejam, dichat gak dibales, ditelpon gak diangkat, giliran di cancel marah-marah. Biasanya gak pernah kaya gini, baru kali ini, kecewa rasanya. Perbaiki lain kali, gak memuaskan",1,2026-07-01 14:39:30,3,5.65.1
